IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.5.223,2053,,TRUE,SIN109,Asia Pacific,Singapore,105,10
8.222.224.163,8443,,TRUE,SIN110,Asia Pacific,Singapore,90,10
47.236.172.71,8443,,TRUE,SIN111,Asia Pacific,Singapore,109,10
47.236.130.95,2096,,TRUE,SIN112,Asia Pacific,Singapore,146,10
47.236.116.182,2053,,TRUE,SIN113,Asia Pacific,Singapore,138,10
47.236.38.38,443,,TRUE,SIN114,Asia Pacific,Singapore,119,10
47.236.144.156,2083,,TRUE,SIN115,Asia Pacific,Singapore,93,10
47.236.96.141,2087,,TRUE,SIN116,Asia Pacific,Singapore,75,10
8.222.182.10,2083,,TRUE,SIN117,Asia Pacific,Singapore,116,10
8.222.224.162,8443,,TRUE,SIN118,Asia Pacific,Singapore,65,10
8.222.211.124,2087,,TRUE,SIN119,Asia Pacific,Singapore,89,10
47.236.87.246,2083,,TRUE,SIN120,Asia Pacific,Singapore,140,10
8.222.248.188,2096,,TRUE,SIN121,Asia Pacific,Singapore,120,10
8.222.155.242,2053,,TRUE,SIN122,Asia Pacific,Singapore,59,10
47.236.10.100,2053,,TRUE,SIN123,Asia Pacific,Singapore,101,10
47.236.114.167,2096,,TRUE,SIN124,Asia Pacific,Singapore,46,10
47.236.148.174,2083,,TRUE,SIN125,Asia Pacific,Singapore,56,10
47.236.79.77,2083,,TRUE,SIN126,Asia Pacific,Singapore,78,10
8.222.129.245,2083,,TRUE,SIN127,Asia Pacific,Singapore,109,10
47.236.7.206,2087,,TRUE,SIN128,Asia Pacific,Singapore,73,10
8.222.154.50,2053,,TRUE,SIN129,Asia Pacific,Singapore,67,10
47.236.65.177,2096,,TRUE,SIN130,Asia Pacific,Singapore,50,10
8.222.150.197,2083,,TRUE,SIN131,Asia Pacific,Singapore,49,10
47.236.83.239,2083,,TRUE,SIN132,Asia Pacific,Singapore,229,10
8.222.150.197,2096,,TRUE,SIN133,Asia Pacific,Singapore,63,10
47.236.19.51,2053,,TRUE,SIN134,Asia Pacific,Singapore,,10
47.236.83.239,2096,,TRUE,SIN135,Asia Pacific,Singapore,,10
47.236.161.155,2053,,TRUE,SIN136,Asia Pacific,Singapore,,10
8.222.168.24,2087,,TRUE,SIN137,Asia Pacific,Singapore,,10
47.236.123.133,2096,,TRUE,SIN138,Asia Pacific,Singapore,,10
47.236.83.196,2096,,TRUE,SIN139,Asia Pacific,Singapore,,10
8.222.227.191,2096,,TRUE,SIN140,Asia Pacific,Singapore,,10
47.236.169.236,2087,,TRUE,SIN141,Asia Pacific,Singapore,,10
47.236.75.113,2083,,TRUE,SIN142,Asia Pacific,Singapore,,10
8.222.188.56,2053,,TRUE,SIN143,Asia Pacific,Singapore,,10
47.236.82.218,2087,,TRUE,SIN144,Asia Pacific,Singapore,,10
47.236.15.73,2083,,TRUE,SIN145,Asia Pacific,Singapore,,10
8.222.229.22,2087,,TRUE,SIN146,Asia Pacific,Singapore,,10
8.222.145.110,2053,,TRUE,SIN147,Asia Pacific,Singapore,232,10
47.236.15.73,2053,,TRUE,SIN148,Asia Pacific,Singapore,224,10
8.222.187.107,2087,,TRUE,SIN149,Asia Pacific,Singapore,239,10
47.236.93.176,2087,,TRUE,SIN150,Asia Pacific,Singapore,238,10
8.222.137.178,2083,,TRUE,SIN151,Asia Pacific,Singapore,47,10
8.222.238.141,2083,,TRUE,SIN152,Asia Pacific,Singapore,237,10
8.222.224.162,2087,,TRUE,SIN153,Asia Pacific,Singapore,233,10
8.222.182.10,2096,,TRUE,SIN154,Asia Pacific,Singapore,227,10
8.222.215.228,2096,,TRUE,SIN155,Asia Pacific,Singapore,216,10
8.222.160.61,2087,,TRUE,SIN156,Asia Pacific,Singapore,235,10
47.236.172.95,2083,,TRUE,SIN157,Asia Pacific,Singapore,236,10
8.222.215.228,2087,,TRUE,SIN158,Asia Pacific,Singapore,45,10
8.222.224.163,2096,,TRUE,SIN159,Asia Pacific,Singapore,49,10
47.236.97.254,8443,,TRUE,SIN160,Asia Pacific,Singapore,40,10
47.236.99.131,2096,,TRUE,SIN161,Asia Pacific,Singapore,228,10
47.236.97.254,2087,,TRUE,SIN162,Asia Pacific,Singapore,232,10
47.236.7.206,2096,,TRUE,SIN163,Asia Pacific,Singapore,220,10
47.236.147.146,2096,,TRUE,SIN164,Asia Pacific,Singapore,63,10
8.222.160.61,2096,,TRUE,SIN165,Asia Pacific,Singapore,225,10
8.222.131.102,8443,,TRUE,SIN166,Asia Pacific,Singapore,57,10
47.236.174.206,2083,,TRUE,SIN167,Asia Pacific,Singapore,230,10
8.222.211.124,2053,,TRUE,SIN168,Asia Pacific,Singapore,50,10
8.222.144.50,2087,,TRUE,SIN169,Asia Pacific,Singapore,235,10
47.236.180.51,8443,,TRUE,SIN170,Asia Pacific,Singapore,46,10
47.236.97.254,2096,,TRUE,SIN171,Asia Pacific,Singapore,42,10
8.222.182.10,8443,,TRUE,SIN172,Asia Pacific,Singapore,54,10
47.236.96.141,8443,,TRUE,SIN173,Asia Pacific,Singapore,226,10
8.222.187.107,8443,,TRUE,SIN174,Asia Pacific,Singapore,229,10
47.236.76.199,2053,,TRUE,SIN175,Asia Pacific,Singapore,231,10
47.236.163.221,2053,,TRUE,SIN176,Asia Pacific,Singapore,235,10
8.222.144.219,2083,,TRUE,SIN177,Asia Pacific,Singapore,70,10
8.222.212.116,2053,,TRUE,SIN178,Asia Pacific,Singapore,60,10
47.236.149.107,2096,,TRUE,SIN179,Asia Pacific,Singapore,53,10
8.222.164.44,2087,,TRUE,SIN180,Asia Pacific,Singapore,53,10
47.236.7.13,2096,,TRUE,SIN181,Asia Pacific,Singapore,50,10
47.236.7.246,8443,,TRUE,SIN182,Asia Pacific,Singapore,54,10
47.236.99.131,2053,,TRUE,SIN183,Asia Pacific,Singapore,53,10
47.236.104.123,2096,,TRUE,SIN184,Asia Pacific,Singapore,51,10
47.236.180.51,2053,,TRUE,SIN185,Asia Pacific,Singapore,75,10
8.222.184.198,2087,,TRUE,SIN186,Asia Pacific,Singapore,225,10
47.236.150.109,2083,,TRUE,SIN187,Asia Pacific,Singapore,50,10
8.222.244.192,2053,,TRUE,SIN188,Asia Pacific,Singapore,56,10
8.222.130.137,2087,,TRUE,SIN189,Asia Pacific,Singapore,50,10
47.236.150.13,2087,,TRUE,SIN190,Asia Pacific,Singapore,57,10
8.222.190.225,2083,,TRUE,SIN191,Asia Pacific,Singapore,59,10
47.236.104.11,8443,,TRUE,SIN192,Asia Pacific,Singapore,50,10
47.236.7.206,2053,,TRUE,SIN193,Asia Pacific,Singapore,66,10
47.236.119.253,2083,,TRUE,SIN194,Asia Pacific,Singapore,68,10
47.236.150.109,2087,,TRUE,SIN195,Asia Pacific,Singapore,54,10
47.236.4.129,2087,,TRUE,SIN196,Asia Pacific,Singapore,57,10
8.222.237.131,2053,,TRUE,SIN197,Asia Pacific,Singapore,56,10
47.236.97.90,2083,,TRUE,SIN198,Asia Pacific,Singapore,59,10
47.236.172.41,2053,,TRUE,SIN199,Asia Pacific,Singapore,50,10
47.236.193.208,2096,,TRUE,SIN200,Asia Pacific,Singapore,65,10
47.236.167.231,8443,,TRUE,SIN201,Asia Pacific,Singapore,54,10
47.236.144.156,2053,,TRUE,SIN202,Asia Pacific,Singapore,54,10
47.236.7.246,2087,,TRUE,SIN203,Asia Pacific,Singapore,46,10
8.222.255.15,2096,,TRUE,SIN204,Asia Pacific,Singapore,68,10
47.236.104.11,2083,3-30-iptest,TRUE,SIN205,Asia Pacific,Singapore,41,10
47.236.87.246,2053,3-30-iptest,TRUE,SIN206,Asia Pacific,Singapore,,10
47.236.76.199,2096,3-30-iptest,TRUE,SIN207,Asia Pacific,Singapore,,10
8.222.154.227,8443,3-30-iptest,TRUE,SIN208,Asia Pacific,Singapore,,10
8.222.152.71,8443,3-30-iptest,TRUE,SIN209,Asia Pacific,Singapore,,10
8.222.137.178,2096,3-30-iptest,TRUE,SIN210,Asia Pacific,Singapore,,10
47.236.150.13,2083,3-30-iptest,TRUE,SIN211,Asia Pacific,Singapore,,10
47.236.172.41,2096,3-30-iptest,TRUE,SIN212,Asia Pacific,Singapore,,10
47.236.106.37,8443,3-30-iptest,TRUE,SIN213,Asia Pacific,Singapore,,10
8.222.167.8,2096,3-30-iptest,TRUE,SIN214,Asia Pacific,Singapore,,10
47.236.161.155,2083,3-30-iptest,TRUE,SIN215,Asia Pacific,Singapore,,10
8.219.42.72,8443,3-30-iptest,TRUE,SIN216,Asia Pacific,Singapore,,10
47.236.82.218,2086,3-30-iptest,FALSE,SIN217,Asia Pacific,Singapore,,10
47.236.11.68,2095,3-30-iptest,FALSE,SIN218,Asia Pacific,Singapore,,10
8.222.152.71,8080,3-30-iptest,FALSE,SIN219,Asia Pacific,Singapore,,10
8.222.248.188,80,3-30-iptest,FALSE,SIN220,Asia Pacific,Singapore,,10
47.236.176.144,2052,3-30-iptest,FALSE,SIN221,Asia Pacific,Singapore,,10
8.222.224.162,2082,3-30-iptest,FALSE,SIN222,Asia Pacific,Singapore,,10
47.236.79.87,2086,3-30-iptest,FALSE,SIN223,Asia Pacific,Singapore,,10
47.236.87.206,2082,3-30-iptest,FALSE,SIN224,Asia Pacific,Singapore,,10
47.236.82.218,2095,3-30-iptest,FALSE,SIN225,Asia Pacific,Singapore,,10
47.236.10.100,2095,3-30-iptest,FALSE,SIN226,Asia Pacific,Singapore,,10
47.236.97.90,8880,3-30-iptest,FALSE,SIN227,Asia Pacific,Singapore,,10
8.222.237.131,8080,3-30-iptest,FALSE,SIN228,Asia Pacific,Singapore,,10
47.236.104.123,2095,3-30-iptest,FALSE,SIN229,Asia Pacific,Singapore,,10
8.222.164.44,2086,3-30-iptest,FALSE,SIN230,Asia Pacific,Singapore,,10
47.236.114.23,2052,3-30-iptest,FALSE,SIN231,Asia Pacific,Singapore,,10
47.236.83.196,2095,3-30-iptest,FALSE,SIN232,Asia Pacific,Singapore,,10
47.236.7.13,80,3-30-iptest,FALSE,SIN233,Asia Pacific,Singapore,,10
47.236.174.206,2052,3-30-iptest,FALSE,SIN234,Asia Pacific,Singapore,,10
47.236.12.73,2095,3-30-iptest,FALSE,SIN235,Asia Pacific,Singapore,,10
8.219.253.18,2052,3-30-iptest,FALSE,SIN236,Asia Pacific,Singapore,,10
47.236.166.84,8080,3-31-iptest,FALSE,SIN237,Asia Pacific,Singapore,,10
8.222.184.198,8080,3-31-iptest,FALSE,SIN238,Asia Pacific,Singapore,,10
47.236.172.41,8080,3-31-iptest,FALSE,SIN239,Asia Pacific,Singapore,,10
8.222.144.50,2086,3-31-iptest,FALSE,SIN240,Asia Pacific,Singapore,,10
47.236.96.141,2083,3-31-iptest,TRUE,SIN241,Asia Pacific,Singapore,,10
8.222.137.166,80,3-31-iptest,FALSE,SIN242,Asia Pacific,Singapore,,10
8.222.160.176,2082,3-31-iptest,FALSE,SIN243,Asia Pacific,Singapore,,10
8.222.129.245,2095,3-31-iptest,FALSE,SIN244,Asia Pacific,Singapore,,10
47.236.167.231,2053,3-31-iptest,TRUE,SIN245,Asia Pacific,Singapore,,10
47.236.97.90,2052,3-31-iptest,FALSE,SIN246,Asia Pacific,Singapore,,10
47.236.176.144,2082,3-31-iptest,FALSE,SIN247,Asia Pacific,Singapore,,10
8.219.101.138,2083,3-31-iptest,TRUE,SIN248,Asia Pacific,Singapore,,10
8.222.211.124,2086,3-31-iptest,FALSE,SIN249,Asia Pacific,Singapore,,10
8.222.224.162,2086,3-31-iptest,FALSE,SIN250,Asia Pacific,Singapore,,10
8.219.6.157,80,3-31-iptest,FALSE,SIN251,Asia Pacific,Singapore,,10
8.219.174.213,80,3-31-iptest,FALSE,SIN252,Asia Pacific,Singapore,,10
8.219.210.64,8443,3-31-iptest,TRUE,SIN253,Asia Pacific,Singapore,,10
47.236.172.41,2083,3-31-iptest,TRUE,SIN254,Asia Pacific,Singapore,,10
8.219.242.208,2052,3-31-iptest,FALSE,SIN255,Asia Pacific,Singapore,,10
47.236.116.208,8443,3-31-iptest,TRUE,SIN256,Asia Pacific,Singapore,,10
8.222.144.219,2082,3-31-iptest,FALSE,SIN257,Asia Pacific,Singapore,,10
47.236.71.226,8443,3-31-iptest,TRUE,SIN258,Asia Pacific,Singapore,,10
47.236.12.73,8080,3-31-iptest,FALSE,SIN259,Asia Pacific,Singapore,,10
8.222.162.45,80,3-31-iptest,FALSE,SIN260,Asia Pacific,Singapore,,10
47.236.145.85,2052,3-31-iptest,FALSE,SIN261,Asia Pacific,Singapore,,10
47.236.82.218,80,3-31-iptest,FALSE,SIN262,Asia Pacific,Singapore,,10
47.236.7.246,2052,3-31-iptest,FALSE,SIN263,Asia Pacific,Singapore,,10
47.236.166.84,2087,3-31-iptest,TRUE,SIN264,Asia Pacific,Singapore,,10
8.222.154.227,2086,3-31-iptest,FALSE,SIN265,Asia Pacific,Singapore,,10
47.236.194.67,8080,3-31-iptest,FALSE,SIN266,Asia Pacific,Singapore,,10
47.236.145.180,2083,3-31-iptest,TRUE,SIN268,Asia Pacific,Singapore,,10
47.236.5.223,2096,3-31-iptest,TRUE,SIN269,Asia Pacific,Singapore,,10
47.236.5.223,2086,3-31-iptest,FALSE,SIN270,Asia Pacific,Singapore,,10
47.236.123.133,80,4-1iptest,FALSE,SIN273,Asia Pacific,Singapore,,10
8.222.187.107,2086,4-1iptest,FALSE,SIN274,Asia Pacific,Singapore,,10
8.219.170.58,8080,4-1iptest,FALSE,SIN276,Asia Pacific,Singapore,,10
8.222.128.131,2082,4-1iptest,FALSE,SIN277,Asia Pacific,Singapore,,10
47.236.192.198,2052,4-1iptest,FALSE,SIN278,Asia Pacific,Singapore,,10
47.236.88.181,8080,4-1iptest,FALSE,SIN279,Asia Pacific,Singapore,,10
8.219.171.6,2087,4-1iptest,TRUE,SIN280,Asia Pacific,Singapore,,10
8.222.168.155,2087,4-1iptest,TRUE,SIN282,Asia Pacific,Singapore,,10
8.222.167.147,2096,4-1iptest,TRUE,SIN283,Asia Pacific,Singapore,,10
47.236.76.199,8080,4-1iptest,FALSE,SIN284,Asia Pacific,Singapore,,10
8.219.113.232,2053,4-1iptest,TRUE,SIN285,Asia Pacific,Singapore,,10
8.219.171.6,8880,4-1iptest,FALSE,SIN286,Asia Pacific,Singapore,,10
8.222.140.185,2082,4-1iptest,FALSE,SIN287,Asia Pacific,Singapore,,11
8.222.191.158,2086,4-1iptest,FALSE,SIN288,Asia Pacific,Singapore,,12
8.219.42.72,80,4-1iptest,FALSE,SIN289,Asia Pacific,Singapore,,13
8.219.198.139,2052,4-1iptest,FALSE,SIN290,Asia Pacific,Singapore,,14
47.236.94.109,8880,4-1iptest,FALSE,SIN291,Asia Pacific,Singapore,,15
47.236.99.131,2095,4-1iptest,FALSE,SIN292,Asia Pacific,Singapore,,16
8.222.238.141,80,4-1iptest,FALSE,SIN293,Asia Pacific,Singapore,,17
47.236.176.144,8080,4-1iptest,FALSE,SIN294,Asia Pacific,Singapore,,18
8.222.164.209,2086,4-1iptest,FALSE,SIN295,Asia Pacific,Singapore,,19
8.222.128.131,8080,4-1iptest,FALSE,SIN296,Asia Pacific,Singapore,,20
47.236.94.113,80,4-1iptest,FALSE,SIN297,Asia Pacific,Singapore,,21
47.236.169.236,80,4-1iptest,FALSE,SIN298,Asia Pacific,Singapore,,22
8.222.154.227,80,4-1iptest,FALSE,SIN299,Asia Pacific,Singapore,,23
8.222.155.242,2082,4-1iptest,FALSE,SIN300,Asia Pacific,Singapore,,24
47.236.114.167,2087,4-1iptest,TRUE,SIN301,Asia Pacific,Singapore,,25
8.219.6.157,2096,4-1iptest,TRUE,SIN302,Asia Pacific,Singapore,,26
8.222.167.8,80,4-1iptest,FALSE,SIN303,Asia Pacific,Singapore,,27
47.236.92.191,2087,4-1iptest,TRUE,SIN304,Asia Pacific,Singapore,,28
8.222.152.71,2086,4-1iptest,FALSE,SIN305,Asia Pacific,Singapore,,29
47.236.192.198,2087,4-1iptest,TRUE,SIN306,Asia Pacific,Singapore,,30
47.236.161.110,2053,4-1iptest,TRUE,SIN307,Asia Pacific,Singapore,,31
47.236.121.7,2096,4-1iptest,TRUE,SIN308,Asia Pacific,Singapore,,32
47.236.92.191,2083,4-2iptest,TRUE,SIN309,Asia Pacific,Singapore,,33
8.222.164.44,2096,4-2iptest,TRUE,SIN310,Asia Pacific,Singapore,,34
8.219.139.86,2053,4-2iptest,TRUE,SIN311,Asia Pacific,Singapore,,35
8.219.174.213,2086,4-2iptest,FALSE,SIN312,Asia Pacific,Singapore,,36
47.236.76.199,2086,4-2iptest,FALSE,SIN313,Asia Pacific,Singapore,,37
8.219.6.157,2083,4-2iptest,TRUE,SIN314,Asia Pacific,Singapore,,38
47.236.187.144,8080,4-2iptest,FALSE,SIN315,Asia Pacific,Singapore,,39
47.236.97.111,8080,4-2iptest,FALSE,SIN316,Asia Pacific,Singapore,,40
8.222.154.50,2082,4-2iptest,FALSE,SIN317,Asia Pacific,Singapore,,41
47.236.97.90,2086,4-2iptest,FALSE,SIN318,Asia Pacific,Singapore,,42
47.236.167.231,80,4-2iptest,FALSE,SIN319,Asia Pacific,Singapore,,43
8.222.219.252,8080,4-2iptest,FALSE,SIN320,Asia Pacific,Singapore,,44
8.222.140.185,2095,4-2iptest,FALSE,SIN321,Asia Pacific,Singapore,,45
47.236.169.164,8880,4-2iptest,FALSE,SIN322,Asia Pacific,Singapore,,46
47.236.172.71,80,4-2iptest,FALSE,SIN323,Asia Pacific,Singapore,,47
47.236.169.236,2052,4-2iptest,FALSE,SIN324,Asia Pacific,Singapore,,47
8.222.136.247,2095,4-2iptest,FALSE,SIN325,Asia Pacific,Singapore,,47
8.219.123.244,2096,4-2iptest,TRUE,SIN326,Asia Pacific,Singapore,,47
8.222.131.102,2082,4-2iptest,FALSE,SIN327,Asia Pacific,Singapore,,47
8.219.77.91,2052,4-2iptest,FALSE,SIN328,Asia Pacific,Singapore,,47
8.222.227.191,8880,4-2iptest,FALSE,SIN329,Asia Pacific,Singapore,,47
8.222.133.247,2086,4-2iptest,FALSE,SIN330,Asia Pacific,Singapore,,47
47.236.71.226,2052,4-2iptest,FALSE,SIN331,Asia Pacific,Singapore,,47
47.236.171.20,2095,4-2iptest,FALSE,SIN332,Asia Pacific,Singapore,,47
8.222.134.170,2052,4-2iptest,FALSE,SIN333,Asia Pacific,Singapore,,47
47.236.92.191,2095,4-2iptest,FALSE,SIN334,Asia Pacific,Singapore,,47
47.236.144.208,2095,4-2iptest,FALSE,SIN335,Asia Pacific,Singapore,,47
8.219.65.191,2082,4-2iptest,FALSE,SIN336,Asia Pacific,Singapore,,47
47.236.11.68,2082,4-2iptest,FALSE,SIN337,Asia Pacific,Singapore,,47
47.236.79.77,2096,4-2iptest,TRUE,SIN338,Asia Pacific,Singapore,,47
47.236.93.176,2086,4-2iptest,FALSE,SIN339,Asia Pacific,Singapore,,47
8.222.152.71,80,4-2iptest,FALSE,SIN340,Asia Pacific,Singapore,,47
8.222.131.102,2086,4-2iptest,FALSE,SIN341,Asia Pacific,Singapore,,47
47.236.150.109,8080,4-2iptest,FALSE,SIN342,Asia Pacific,Singapore,,47
8.222.150.197,80,4-2iptest,FALSE,SIN343,Asia Pacific,Singapore,,47
47.236.11.84,2082,4-2iptest,FALSE,SIN344,Asia Pacific,Singapore,,47
47.236.189.173,8443,4-2iptest,TRUE,SIN345,Asia Pacific,Singapore,,47
47.236.172.95,2052,4-2iptest,FALSE,SIN346,Asia Pacific,Singapore,,47
47.236.116.182,2083,4-2iptest,TRUE,SIN347,Asia Pacific,Singapore,,47
8.222.140.185,80,4-2iptest,FALSE,SIN348,Asia Pacific,Singapore,,47
8.222.145.164,2052,4-2iptest,FALSE,SIN349,Asia Pacific,Singapore,,47
8.219.65.191,2083,4-2iptest,TRUE,SIN350,Asia Pacific,Singapore,,47
47.236.123.133,2083,4-2iptest,TRUE,SIN351,Asia Pacific,Singapore,,47
47.236.198.189,2052,4-2iptest,FALSE,SIN352,Asia Pacific,Singapore,,47
8.222.182.10,80,4-2iptest,FALSE,SIN353,Asia Pacific,Singapore,,47
8.219.151.193,2052,4-2iptest,FALSE,SIN354,Asia Pacific,Singapore,,47
8.219.65.191,2087,4-2iptest,TRUE,SIN355,Asia Pacific,Singapore,,47
47.236.187.144,2087,4-2iptest,TRUE,SIN356,Asia Pacific,Singapore,,47
8.222.164.44,2082,4-2iptest,FALSE,SIN357,Asia Pacific,Singapore,,47
158.178.242.5,80,4-2iptest,FALSE,SIN358,Asia Pacific,Singapore,,47
,,,,SIN359,Asia Pacific,Singapore,,47
,,,,SIN360,Asia Pacific,Singapore,,47
,,,,SIN361,Asia Pacific,Singapore,,47
,,,,SIN362,Asia Pacific,Singapore,,47
,,,,SIN363,Asia Pacific,Singapore,,47
,,,,SIN364,Asia Pacific,Singapore,,47
,,,,SIN365,Asia Pacific,Singapore,,47
,,,,SIN366,Asia Pacific,Singapore,,47
,,,,SIN367,Asia Pacific,Singapore,,47
,,,,SIN368,Asia Pacific,Singapore,,47
,,,,SIN369,Asia Pacific,Singapore,,47
,,,,SIN370,Asia Pacific,Singapore,,47
,,,,SIN371,Asia Pacific,Singapore,,47
,,,,SIN372,Asia Pacific,Singapore,,47
,,,,SIN373,Asia Pacific,Singapore,,47
,,,,,,,,
,,,,,,,,
,,,,,,,,
8.222.136.196,2087,,TRUE,ICN001,Asia Pacific,Singapore,45,10
8.222.155.242,2083,,TRUE,ICN002,Asia Pacific,Singapore,49,10
47.236.7.13,2087,,TRUE,ICN003,Asia Pacific,Singapore,56,10
8.222.244.192,2096,,TRUE,ICN004,Asia Pacific,Singapore,232,10
8.222.150.197,2053,,TRUE,ICN005,Asia Pacific,Singapore,226,10
8.222.215.228,2083,,TRUE,ICN006,Asia Pacific,Singapore,105,10
8.222.168.24,2083,,TRUE,ICN007,Asia Pacific,Singapore,53,10
47.236.123.218,8443,,TRUE,ICN008,Asia Pacific,Singapore,73,10
8.222.160.176,2087,,TRUE,ICN009,Asia Pacific,Singapore,227,10
132.145.83.155,33799,,TRUE,ICN010,Asia Pacific,Singapore,230,10
175.125.207.253,33060,,TRUE,ICN011,Asia Pacific,Singapore,237,10
58.141.125.141,30064,,TRUE,ICN012,Asia Pacific,Singapore,232,10
49.1.224.137,24726,,TRUE,ICN013,Asia Pacific,Singapore,42,10
219.240.54.189,10434,,TRUE,ICN014,Asia Pacific,Singapore,76,10
14.54.63.38,50030,,TRUE,ICN015,Asia Pacific,Seoul,75,10
58.140.88.28,30061,,TRUE,ICN016,Asia Pacific,Seoul,86,10
111.118.49.163,10346,,TRUE,ICN017,Asia Pacific,Seoul,83,10
58.141.125.141,30066,,TRUE,ICN018,Asia Pacific,Seoul,87,10
193.122.122.16,40377,,TRUE,ICN019,Asia Pacific,Seoul,81,10
180.70.218.108,10411,,TRUE,ICN020,Asia Pacific,Seoul,74,10
110.11.25.32,10488,,TRUE,ICN021,Asia Pacific,Seoul,84,10
58.141.125.141,30053,,TRUE,ICN022,Asia Pacific,Seoul,77,10
27.35.13.136,31703,,TRUE,ICN023,Asia Pacific,Seoul,83,10
58.140.88.28,30054,,TRUE,ICN024,Asia Pacific,Seoul,77,10
58.76.172.250,30055,,TRUE,ICN025,Asia Pacific,Seoul,205,10
45.93.28.81,17975,,TRUE,ICN026,Asia Pacific,Seoul,78,10
52.141.31.169,8443,3-30-iptest,TRUE,ICN027,Asia Pacific,Seoul,83,10
58.76.172.250,30059,3-30-iptest,TRUE,ICN028,Asia Pacific,Seoul,99,10
20.39.192.30,8443,4-2iptest,TRUE,ICN029,Asia Pacific,Seoul,79,10
20.39.192.30,2053,4-2iptest,TRUE,ICN030,Asia Pacific,Seoul,72,10
49.1.224.137,15262,4-2iptest,TRUE,ICN031,Asia Pacific,Seoul,87,10
49.1.224.137,12077,4-2iptest,TRUE,ICN032,Asia Pacific,Seoul,86,10
101.235.197.211,15855,4-2iptest,TRUE,ICN033,Asia Pacific,Seoul,87,11
101.235.197.211,33272,4-2iptest,TRUE,ICN034,Asia Pacific,Seoul,88,12
,,,,ICN035,Asia Pacific,Seoul,89,13
,,,,ICN036,Asia Pacific,Seoul,90,14
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
154.9.249.68,10001,443,TRUE,LAX001,North America,Los Angeles,180,10
154.40.32.15,8443,443,TRUE,LAX002,North America,Los Angeles,168,10
23.224.97.85,32554,443,TRUE,LAX003,North America,Los Angeles,177,10
38.47.114.220,31010,2083,TRUE,LAX004,North America,Los Angeles,158,10
103.201.130.139,11434,443,TRUE,LAX005,North America,Los Angeles,76,10
154.12.39.241,41847,443,TRUE,LAX006,North America,Los Angeles,153,10
154.9.237.161,20005,443,TRUE,LAX007,North America,Los Angeles,64,10
154.9.251.95,34237,2096,TRUE,LAX008,North America,Los Angeles,243,10
103.117.102.7,55566,443,TRUE,LAX009,North America,Los Angeles,65,10
154.7.181.207,40893,443,TRUE,LAX010,North America,Los Angeles,171,10
38.47.113.19,34237,2096,TRUE,LAX011,North America,Los Angeles,285,10
154.12.39.241,13789,443,TRUE,LAX012,North America,Los Angeles,175,10
38.47.116.136,34237,2096,TRUE,LAX013,North America,Los Angeles,173,10
8.222.153.11,2053,,TRUE,LAX014,North America,Los Angeles,196,10
154.29.146.16,10594,443,TRUE,LAX015,North America,Los Angeles,162,10
45.66.129.88,10443,443,TRUE,LAX016,North America,Los Angeles,75,10
198.46.200.138,30089,443,TRUE,LAX017,North America,Los Angeles,187,10
23.94.213.132,27149,443,TRUE,LAX018,North America,Los Angeles,64,10
154.9.249.84,56728,443,TRUE,LAX019,North America,Los Angeles,167,10
8.222.153.11,2087,2087,TRUE,LAX020,North America,Los Angeles,168,10
8.222.153.11,8443,,TRUE,LAX021,North America,Los Angeles,78,10
8.222.153.11,2096,,TRUE,LAX022,North America,Los Angeles,165,10
8.222.153.11,2083,,TRUE,LAX023,North America,Los Angeles,173,10
158.179.188.159,8443,,TRUE,LAX024,North America,Los Angeles,151,10
138.2.14.164,2087,,TRUE,LAX025,North America,Los Angeles,158,10
154.40.46.5,40299,,TRUE,LAX026,North America,Los Angeles,204,10
107.175.224.66,55684,,TRUE,LAX027,North America,Los Angeles,170,10
89.213.184.236,17618,,TRUE,LAX028,North America,Los Angeles,147,10
154.9.251.186,34237,,TRUE,LAX029,North America,Los Angeles,89,10
63.135.162.184,48636,,TRUE,LAX030,North America,Los Angeles,171,10
89.213.182.222,34237,,TRUE,LAX031,North America,Los Angeles,177,10
154.9.251.185,34237,,TRUE,LAX032,North America,Los Angeles,152,10
89.213.182.14,34661,,TRUE,LAX033,North America,Los Angeles,253,10
192.3.242.80,28946,,TRUE,LAX034,North America,Los Angeles,254,10
154.7.180.15,7,,TRUE,LAX035,North America,Los Angeles,,10
154.9.251.200,34237,,TRUE,LAX036,North America,Los Angeles,,10
154.40.33.108,49430,,TRUE,LAX037,North America,Los Angeles,,10
154.9.249.227,10001,,TRUE,LAX038,North America,Los Angeles,,10
154.9.251.222,34237,,TRUE,LAX039,North America,Los Angeles,,10
38.47.114.77,34237,,TRUE,LAX040,North America,Los Angeles,,10
38.47.116.229,34237,,TRUE,LAX041,North America,Los Angeles,,10
154.7.179.92,34299,,TRUE,LAX042,North America,Los Angeles,,10
154.40.46.28,46757,,TRUE,LAX043,North America,Los Angeles,,10
154.7.180.15,1,,TRUE,LAX044,North America,Los Angeles,,10
154.17.21.194,15868,qundmit,TRUE,LAX045,North America,Los Angeles,,10
65.75.192.35,22857,qundmit,TRUE,LAX046,North America,Los Angeles,,10
